Disease	DiseaseId
Familial amyloidosis	2781
Familial cold autoinflammatory syndrome	2782
Familial haemophagocytic lymphohistiocytosis	2783
Familial mediterranean fever	2784
Familial risk factor	2785
Family stress	2786
Fanconi syndrome	2787
Fanconi syndrome acquired	2788
Fasciitis	2789
Fasting	2790
Fat embolism	2791
Fat tissue increased	2792
Fatigue	2793
Fatty liver alcoholic	2794
Fear	2795
Fear of open spaces	2796
Febrile convulsion	2797
Febrile infection	2798
Febrile neutropenia	2799
Feeding disorder	2800
Feeding tube user	2801
Feeling abnormal	2802
Feeling cold	2803
Feeling guilty	2804
Feeling hot	2805
Felty's syndrome	2806
Female genital tract fistula	2807
Female genital tract tuberculosis	2808
Female reproductive neoplasm	2809
Femoral artery aneurysm	2810
Femoral artery dissection	2811
Femoral hernia	2812
Femoral neck fracture	2813
Femur fracture	2814
Fibrin D dimer increased	2815
Fibrin degradation products increased	2816
Fibroadenoma of breast	2817
Fibrocystic breast disease	2818
Fibroma	2819
Fibromatosis	2820
Fibromuscular dysplasia	2821
Fibromyalgia	2822
Fibrosarcoma	2823
Fibrosis	2824
Fibrous dysplasia of bone	2825
Fibrous histiocytoma	2826
Fibula fracture	2827
Filariasis	2828
Fine motor delay	2829
Finger amputation	2830
Finger deformity	2831
Fistula	2832
Fistula of small intestine	2833
Flail chest	2834
Flank pain	2835
Flashback	2836
Flat affect	2837
Flat anterior chamber of eye	2838
Flatulence	2839
Flea infestation	2840
Flour sensitivity	2841
Fluid imbalance	2842
Fluid intake reduced	2843
Fluid intake restriction	2844
Fluid overload	2845
Fluid replacement	2846
Fluid retention	2847
Flushing	2848
Focal dyscognitive seizures	2849
Focal nodular hyperplasia	2850
Focal segmental glomerulosclerosis	2851
Foetal alcohol syndrome	2852
Foetal arrhythmia	2853
Foetal cardiac disorder	2854
Foetal death	2855
Foetal disorder	2856
Foetal distress syndrome	2857
Foetal exposure during pregnancy	2858
Foetal growth restriction	2859
Foetal heart rate deceleration abnormality	2860
Foetal heart rate decreased	2861
Foetal heart rate disorder	2862
Foetal heart rate increased	2863
Foetal hypokinesia	2864
Foetal malformation	2865
Foetal monitoring abnormal	2866
Foetal tachyarrhythmia	2867
Foetal therapeutic procedure	2868
Foetal-maternal haemorrhage	2869
Folate deficiency	2870
Follicle centre lymphoma, follicular grade I, II, III	2871
Follicle centre lymphoma, follicular grade I, II, III recurrent	2872
Follicle centre lymphoma, follicular grade I, II, III refractory	2873
Follicle centre lymphoma, follicular grade I, II, III stage I	2874
Follicle centre lymphoma, follicular grade I, II, III stage II	2875
Follicle centre lymphoma, follicular grade I, II, III stage III	2876
Follicle centre lymphoma, follicular grade I, II, III stage IV	2877
Follicular dendritic cell sarcoma	2878
Follicular lymphoma	2879
Follicular thyroid cancer	2880
Folliculitis	2881
Fontan procedure	2882
Fontanelle bulging	2883
Food allergy	2884
Food poisoning	2885
Foot amputation	2886
Foot deformity	2887
Foot fracture	2888
Foot operation	2889
Foramen magnum stenosis	2890
Forced expiratory volume decreased	2891
Forearm fracture	2892
Foreign body	2893
Foreign body in eye	2894
Foreign body reaction	2895
Foreign body sensation in eyes	2896
Foreign travel	2897
Fournier's gangrene	2898
Fracture	2899
Fracture debridement	2900
Fracture displacement	2901
Fracture malunion	2902
Fracture nonunion	2903
Fracture pain	2904
Fracture reduction	2905
Fracture treatment	2906
Fractured coccyx	2907
Fractured sacrum	2908
Fractured skull depressed	2909
Freezing phenomenon	2910
Frequent bowel movements	2911
Frontal lobe epilepsy	2912
Frontotemporal dementia	2913
Frostbite	2914
Frustration tolerance decreased	2915
Full blood count decreased	2916
Fulminant type 1 diabetes mellitus	2917
Functional gastrointestinal disorder	2918
Fundoscopy	2919
Fundoscopy abnormal	2920
Fungaemia	2921
Fungal cystitis	2922
Fungal endocarditis	2923
Fungal infection	2924
Fungal peritonitis	2925
Fungal rhinitis	2926
Fungal sepsis	2927
Fungal skin infection	2928
Fungal test positive	2929
Funisitis	2930
Furuncle	2931
Fusarium infection	2932
GM2 gangliosidosis	2933
Gait disturbance	2934
Gait inability	2935
Gait spastic	2936
Galactorrhoea	2937
Galactosaemia	2938
Gallbladder abscess	2939
Gallbladder adenocarcinoma	2940
Gallbladder adenoma	2941
Gallbladder adenosquamous carcinoma	2942
Gallbladder cancer	2943
Gallbladder cancer metastatic	2944
Gallbladder cancer recurrent	2945
Gallbladder cancer stage II	2946
Gallbladder cancer stage III	2947
Gallbladder cancer stage IV	2948
Gallbladder disorder	2949
Gallbladder enlargement	2950
Gallbladder fistula	2951
Gallbladder injury	2952
Gallbladder neoplasm	2953
Gallbladder operation	2954
Gallbladder polyp	2955
Gallbladder rupture	2956
Gambling	2957
Gambling disorder	2958
Gamma radiation therapy	2959
Gamma radiation therapy to brain	2960
Gamma-glutamyltransferase abnormal	2961
Gamma-glutamyltransferase increased	2962
Gammopathy	2963
Ganglioglioma	2964
Ganglioneuroblastoma	2965
Ganglioneuroma	2966
Gangrene	2967
Garcin syndrome	2968
Gas gangrene	2969
Gastrectomy	2970
Gastric adenoma	2971
Gastric antral vascular ectasia	2972
Gastric cancer	2973
Gastric cancer recurrent	2974
Gastric cancer stage 0	2975
Gastric cancer stage I	2976
Gastric cancer stage II	2977
Gastric cancer stage III	2978
Gastric cancer stage IV	2979
Gastric cyst	2980
Gastric disorder	2981
Gastric fistula	2982
Gastric haemorrhage	2983
Gastric infection	2984
Gastric lavage	2985
Gastric mucosal hypertrophy	2986
Gastric mucosal lesion	2987
Gastric neoplasm	2988
Gastric operation	2989
Gastric perforation	2990
Gastric polyps	2991
Gastric prolapse	2992
Gastric sarcoma	2993
Gastric tube reconstruction	2994
Gastric ulcer	2995
Gastric ulcer haemorrhage	2996
Gastric ulcer helicobacter	2997
Gastric ulcer perforation	2998
Gastric ulcer surgery	2999
Gastric varices	3000
Gastric varices haemorrhage	3001
Gastric volvulus	3002
Gastric xanthoma	3003
Gastrin secretion disorder	3004
Gastrinoma	3005
Gastrinoma malignant	3006
Gastritis	3007
Gastritis erosive	3008
Gastritis haemorrhagic	3009
Gastritis prophylaxis	3010
Gastritis viral	3011
Gastroduodenal ulcer	3012
Gastroenteritis	3013
Gastroenteritis Escherichia coli	3014
Gastroenteritis adenovirus	3015
Gastroenteritis bacterial	3016
Gastroenteritis clostridial	3017
Gastroenteritis eosinophilic	3018
Gastroenteritis norovirus	3019
Gastroenteritis radiation	3020
Gastroenteritis rotavirus	3021
Gastroenteritis staphylococcal	3022
Gastroenteritis viral	3023
Gastroenteropancreatic neuroendocrine tumour disease	3024
Gastroenterostomy	3025
Gastrointestinal amyloidosis	3026
Gastrointestinal angiectasia	3027
Gastrointestinal angiodysplasia	3028
Gastrointestinal arteriovenous malformation	3029
Gastrointestinal cancer metastatic	3030
Gastrointestinal candidiasis	3031
Gastrointestinal carcinoma	3032
Gastrointestinal disorder	3033
Gastrointestinal dysplasia	3034
Gastrointestinal endoscopic therapy	3035
Gastrointestinal erosion	3036
Gastrointestinal examination abnormal	3037
Gastrointestinal fistula	3038
Gastrointestinal haemorrhage	3039
Gastrointestinal hypermotility	3040
Gastrointestinal hypomotility	3041
Gastrointestinal infection	3042
Gastrointestinal inflammation	3043
Gastrointestinal injury	3044
Gastrointestinal lymphoma	3045
Gastrointestinal melanoma	3046
Gastrointestinal motility disorder	3047
Gastrointestinal mucosal disorder	3048
Gastrointestinal necrosis	3049
Gastrointestinal neoplasm	3050
Gastrointestinal obstruction	3051
Gastrointestinal oedema	3052
Gastrointestinal pain	3053
Gastrointestinal perforation	3054
Gastrointestinal polyp haemorrhage	3055
Gastrointestinal procedural complication	3056
Gastrointestinal scarring	3057
Gastrointestinal somatic symptom disorder	3058
Gastrointestinal sounds abnormal	3059
Gastrointestinal stenosis	3060
Gastrointestinal stoma complication	3061
Gastrointestinal stromal tumour	3062
Gastrointestinal submucosal tumour	3063
Gastrointestinal surgery	3064
Gastrointestinal toxicity	3065
Gastrointestinal tract adenoma	3066
Gastrointestinal tube insertion	3067
Gastrointestinal ulcer	3068
Gastrointestinal ulcer haemorrhage	3069
Gastrointestinal ulcer management	3070
Gastrointestinal vascular malformation	3071
Gastrointestinal wall abnormal	3072
Gastrointestinal wall thickening	3073
Gastrooesophageal cancer	3074
Gastrooesophageal cancer recurrent	3075
Gastrooesophageal reflux disease	3076
Gastrooesophageal reflux prophylaxis	3077
Gastroschisis	3078
Gastrostomy	3079
Gaucher's disease	3080
Gaucher's disease type I	3081
Gaucher's disease type II	3082
Gaucher's disease type III	3083
Gaze palsy	3084
Gender dysphoria	3085
Gene mutation	3086
Gene sequencing	3087
General anaesthesia	3088
General physical condition abnormal	3089
General physical condition normal	3090
General physical health deterioration	3091
General symptom	3092
Generalised anxiety disorder	3093
Generalised oedema	3094
Generalised onset non-motor seizure	3095
Generalised resistance to thyroid hormone	3096
Generalised tonic-clonic seizure	3097
Genetic polymorphism	3098
Genital candidiasis	3099
Genital discharge	3100
Genital erosion	3101
Genital erythema	3102
Genital haemorrhage	3103
Genital herpes	3104
Genital herpes simplex	3105
Genital infection female	3106
Genital infection fungal	3107
Genital neoplasm malignant female	3108
Genital pain	3109
Genital prolapse	3110
Genital swelling	3111
Genital ulceration	3112
Genitourinary symptom	3113
Genitourinary tract infection	3114
Genotype drug resistance test positive	3115
Germ cell cancer	3116
Germ cell cancer metastatic	3117
Germ cell neoplasm	3118
Gerstmann's syndrome	3119
Gestational diabetes	3120
Gestational hypertension	3121
Gestational trophoblastic tumour	3122
Giant cell arteritis	3123
Gigantism	3124
Gilbert's syndrome	3125
Gingival abscess	3126
Gingival bleeding	3127
Gingival cancer	3128
Gingival disorder	3129
Gingival hypertrophy	3130
Gingival operation	3131
Gingival pain	3132
Gingival recession	3133
Gingival swelling	3134
Gingival ulceration	3135
Gingivectomy	3136
Gingivitis	3137
Gitelman's syndrome	3138
Glare	3139
Glaucoma	3140
Glaucomatocyclitic crises	3141
Glaucomatous optic disc atrophy	3142
Gleich's syndrome	3143
Glioblastoma	3144
Glioblastoma multiforme	3145
Glioma	3146
Gliomatosis cerebri	3147
Gliosarcoma	3148
Glomerular filtration rate decreased	3149
Glomerular filtration rate increased	3150
Glomerular vascular disorder	3151
Glomerulonephritis	3152
Glomerulonephritis acute	3153
Glomerulonephritis chronic	3154
Glomerulonephritis membranoproliferative	3155
Glomerulonephritis membranous	3156
Glomerulonephritis minimal lesion	3157
Glomerulonephritis proliferative	3158
Glomerulonephritis rapidly progressive	3159
Glomerulonephropathy	3160
Glomerulosclerosis	3161
Glossectomy	3162
Glossitis	3163
Glossodynia	3164
Glossopharyngeal neuralgia	3165
Glottis carcinoma	3166
Glucagonoma	3167
Glucose tolerance decreased	3168
Glucose tolerance impaired	3169
Glucose urine	3170
Glucose urine present	3171
Glucose-6-phosphate dehydrogenase abnormal	3172
Glucose-6-phosphate dehydrogenase deficiency	3173
Gluten sensitivity	3174
Glycogen storage disease type I	3175
Glycogen storage disease type VIII	3176
Glycogen storage disorder	3177
Glycosuria	3178
Glycosuria during pregnancy	3179
Glycosylated haemoglobin increased	3180
Gnathoschisis	3181
Goitre	3182
Gonadal dysgenesis	3183
Gonadotrophin deficiency	3184
Gonorrhoea	3185
Good syndrome	3186
Goodpasture's syndrome	3187
Gout	3188
Gouty arthritis	3189
Gouty tophus	3190
Graft infection	3191
Graft versus host disease	3192
Graft versus host disease in eye	3193
Graft versus host disease in gastrointestinal tract	3194
Graft versus host disease in liver	3195
Graft versus host disease in lung	3196
Graft versus host disease in skin	3197
Granular cell tumour	3198
Granulicatella infection	3199
Granulocyte count decreased	3200
Granulocyte-colony stimulating factor level increased	3201
Granulocytopenia	3202
Granuloma	3203
Granuloma skin	3204
Granulomatosis with polyangiitis	3205
Granulomatous liver disease	3206
Grey matter heterotopia	3207
Grief reaction	3208
Grimacing	3209
Groin abscess	3210
Groin pain	3211
Growth accelerated	3212
Growth disorder	3213
Growth hormone deficiency	3214
Growth hormone-producing pituitary tumour	3215
Growth retardation	3216
Guillain-Barre syndrome	3217
Guttate psoriasis	3218
Gynaecomastia	3219
H1N1 influenza	3220
HELLP syndrome	3221
HER2 negative breast cancer	3222
HER2 positive breast cancer	3223
HER2 positive gastric cancer	3224
HIV antibody negative	3225
HIV antibody positive	3226
HIV associated nephropathy	3227
HIV carrier	3228
HIV infection	3229
HIV infection CDC Group IV subgroup D	3230
HIV test negative	3231
HIV test positive	3232
HIV wasting syndrome	3233
HIV-associated neurocognitive disorder	3234
HLA marker study positive	3235
HLA-A*3101 assay positive	3236
HLA-B*5801 assay positive	3237
HTLV-1 carrier	3238
HTLV-1 test positive	3239
Habitual abortion	3240
Haemangioblastoma	3241
Haemangioma	3242
Haemangioma congenital	3243
Haemangioma of bone	3244
Haemangioma of liver	3245
Haemangioma of retina	3246
Haemangioma of skin	3247
Haemangioma of spleen	3248
Haemangioma removal	3249
Haemangioma-thrombocytopenia syndrome	3250
Haemangiopericytoma	3251
Haemangiopericytoma of meninges	3252
Haemarthrosis	3253
Haematemesis	3254
Haematochezia	3255
Haematocrit	3256
Haematocrit decreased	3257
Haematological malignancy	3258
Haematology test abnormal	3259
Haematoma	3260
Haematoma evacuation	3261
Haematoma infection	3262
Haematoma muscle	3263
Haematopoietic neoplasm	3264
Haematopoietic stem cell mobilisation	3265
Haematosalpinx	3266
Haematospermia	3267
Haematotoxicity	3268
Haematuria	3269
Haemobilia	3270
Haemochromatosis	3271
Haemoconcentration	3272
Haemodialysis	3273
Haemodialysis complication	3274
Haemodynamic instability	3275
Haemofiltration	3276
Haemoglobin E disease	3277
Haemoglobin decreased	3278
Haemoglobin increased	3279
Haemoglobinaemia	3280
Haemoglobinopathy	3281
Haemoglobinuria	3282
Haemolysis	3283
Haemolytic anaemia	3284
Haemolytic uraemic syndrome	3285
Haemoperitoneum	3286
Haemophagocytic lymphohistiocytosis	3287
Haemophilia	3288
Haemophilia A with anti factor VIII	3289
Haemophilia A without inhibitors	3290
Haemophilia B without inhibitors	3291
Haemophilic arthropathy	3292
Haemophilus infection	3293
Haemophilus test positive	3294
Haemoptysis	3295
Haemorrhage	3296
Haemorrhage in pregnancy	3297
Haemorrhage intracranial	3298
Haemorrhage prophylaxis	3299
Haemorrhage subcutaneous	3300
Haemorrhagic adrenal infarction	3301
Haemorrhagic ascites	3302
Haemorrhagic cerebral infarction	3303
Haemorrhagic cyst	3304
Haemorrhagic diathesis	3305
Haemorrhagic disorder	3306
Haemorrhagic erosive gastritis	3307
Haemorrhagic fever with renal syndrome	3308
Haemorrhagic infarction	3309
Haemorrhagic ovarian cyst	3310
Haemorrhagic stroke	3311
Haemorrhagic transformation stroke	3312
Haemorrhoid operation	3313
Haemorrhoidal haemorrhage	3314
Haemorrhoids	3315
Haemorrhoids thrombosed	3316
Haemosiderosis	3317
Haemostasis	3318
Haemothorax	3319
Hair colour changes	3320
Hair disorder	3321
Hair follicle tumour benign	3322
Hairy cell leukaemia	3323
Hallucination	3324
Hallucination, auditory	3325
Hallucination, olfactory	3326
Hallucination, visual	3327
Hallucinations, mixed	3328
Hamartoma	3329
Hand deformity	3330
Hand fracture	3331
Hand-arm vibration syndrome	3332
Hand-foot-and-mouth disease	3333
Hashimoto's encephalopathy	3334
Head and neck cancer	3335
Head and neck cancer stage IV	3336
Head discomfort	3337
Head injury	3338
Head titubation	3339
Headache	3340
Hearing aid user	3341
Heart disease congenital	3342
Heart injury	3343
Heart rate abnormal	3344
Heart rate decreased	3345
Heart rate increased	3346
Heart rate irregular	3347
Heart sounds abnormal	3348
Heart transplant	3349
Heart transplant rejection	3350
Heart valve incompetence	3351
Heart valve operation	3352
Heart valve replacement	3353
Heart valve stenosis	3354
Heat illness	3355
Heat stroke	3356
Heat therapy	3357
Heavy chain disease	3358
Heavy menstrual bleeding	3359
Helicobacter gastritis	3360
Helicobacter infection	3361
Helicobacter sepsis	3362
Helicobacter test positive	3363
Hemianopia	3364
Hemianopia heteronymous	3365
Hemianopia homonymous	3366
Hemimegalencephaly	3367
Hemiparesis	3368
Hemiplegia	3369
Hemiplegic migraine	3370
Henoch-Schonlein purpura	3371
Henoch-Schonlein purpura nephritis	3372
Heparin neutralisation therapy	3373
Heparin-induced thrombocytopenia	3374
Hepatectomy	3375
Hepatic amoebiasis	3376
Hepatic angiosarcoma	3377
Hepatic arteriovenous malformation	3378
Hepatic artery aneurysm	3379
Hepatic artery embolism	3380
Hepatic artery occlusion	3381
Hepatic artery stenosis	3382
Hepatic artery thrombosis	3383
Hepatic atrophy	3384
Hepatic calcification	3385
Hepatic cancer	3386
Hepatic cancer metastatic	3387
Hepatic cancer recurrent	3388
Hepatic cancer stage III	3389
Hepatic cancer stage IV	3390
