AdverseEventPreferredTerm	AdverseEventPreferredTermId
Gallbladder rupture	3084
Gallstone ileus	3085
Gambling disorder	3086
Gamma-glutamyltransferase abnormal	3087
Gamma-glutamyltransferase increased	3088
Ganglioneuroblastoma	3089
Ganglioneuroma	3090
Gangrene	3091
Gas gangrene	3092
Gas poisoning	3093
Gasping syndrome	3094
Gastrectomy	3095
Gastric adenoma	3096
Gastric antral vascular ectasia	3097
Gastric cancer	3098
Gastric cancer recurrent	3099
Gastric cancer stage 0	3100
Gastric cancer stage I	3101
Gastric cancer stage II	3102
Gastric cancer stage III	3103
Gastric cancer stage IV	3104
Gastric dilatation	3105
Gastric disorder	3106
Gastric dysplasia	3107
Gastric fistula	3108
Gastric haemangioma	3109
Gastric haemorrhage	3110
Gastric hypermotility	3111
Gastric hypomotility	3112
Gastric infection	3113
Gastric mucosal hypertrophy	3114
Gastric mucosal lesion	3115
Gastric neoplasm	3116
Gastric operation	3117
Gastric pH decreased	3118
Gastric perforation	3119
Gastric pneumatosis	3120
Gastric polyps	3121
Gastric residual increased	3122
Gastric stenosis	3123
Gastric ulcer	3124
Gastric ulcer haemorrhage	3125
Gastric ulcer perforation	3126
Gastric varices	3127
Gastric varices haemorrhage	3128
Gastritis	3129
Gastritis bacterial	3130
Gastritis erosive	3131
Gastritis fungal	3132
Gastritis haemorrhagic	3133
Gastritis hypertrophic	3134
Gastritis viral	3135
Gastroduodenal haemorrhage	3136
Gastroduodenal ulcer	3137
Gastroenteritis	3138
Gastroenteritis Escherichia coli	3139
Gastroenteritis adenovirus	3140
Gastroenteritis aeromonas	3141
Gastroenteritis bacterial	3142
Gastroenteritis clostridial	3143
Gastroenteritis eosinophilic	3144
Gastroenteritis norovirus	3145
Gastroenteritis radiation	3146
Gastroenteritis rotavirus	3147
Gastroenteritis salmonella	3148
Gastroenteritis shigella	3149
Gastroenteritis staphylococcal	3150
Gastroenteritis vibrio	3151
Gastroenteritis viral	3152
Gastroenteropancreatic neuroendocrine tumour disease	3153
Gastrointestinal amyloidosis	3154
Gastrointestinal anastomotic leak	3155
Gastrointestinal angiectasia	3156
Gastrointestinal angiodysplasia	3157
Gastrointestinal candidiasis	3158
Gastrointestinal carcinoma	3159
Gastrointestinal disorder	3160
Gastrointestinal dysplasia	3161
Gastrointestinal endoscopic therapy	3162
Gastrointestinal erosion	3163
Gastrointestinal examination abnormal	3164
Gastrointestinal fistula	3165
Gastrointestinal fungal infection	3166
Gastrointestinal haemorrhage	3167
Gastrointestinal hypermotility	3168
Gastrointestinal hypomotility	3169
Gastrointestinal infection	3170
Gastrointestinal inflammation	3171
Gastrointestinal injury	3172
Gastrointestinal ischaemia	3173
Gastrointestinal lymphoma	3174
Gastrointestinal malformation	3175
Gastrointestinal melanoma	3176
Gastrointestinal motility disorder	3177
Gastrointestinal mucormycosis	3178
Gastrointestinal mucosa hyperaemia	3179
Gastrointestinal mucosal disorder	3180
Gastrointestinal mucosal exfoliation	3181
Gastrointestinal mucosal necrosis	3182
Gastrointestinal necrosis	3183
Gastrointestinal neoplasm	3184
Gastrointestinal obstruction	3185
Gastrointestinal oedema	3186
Gastrointestinal pain	3187
Gastrointestinal perforation	3188
Gastrointestinal polyp	3189
Gastrointestinal polyp haemorrhage	3190
Gastrointestinal scarring	3191
Gastrointestinal somatic symptom disorder	3192
Gastrointestinal sounds abnormal	3193
Gastrointestinal stenosis	3194
Gastrointestinal stoma complication	3195
Gastrointestinal stoma necrosis	3196
Gastrointestinal stromal tumour	3197
Gastrointestinal submucosal tumour	3198
Gastrointestinal surgery	3199
Gastrointestinal toxicity	3200
Gastrointestinal tract adenoma	3201
Gastrointestinal tract mucosal discolouration	3202
Gastrointestinal tract mucosal pigmentation	3203
Gastrointestinal tube insertion	3204
Gastrointestinal ulcer	3205
Gastrointestinal ulcer haemorrhage	3206
Gastrointestinal ulcer perforation	3207
Gastrointestinal vascular malformation haemorrhagic	3208
Gastrointestinal wall thickening	3209
Gastrointestinal wall thinning	3210
Gastrolithiasis	3211
Gastrooesophageal cancer	3212
Gastrooesophageal reflux disease	3213
Gastropleural fistula	3214
Gastroschisis	3215
Gastrosplenic fistula	3216
Gastrostomy	3217
Gaucher's disease	3218
Gaze palsy	3219
Gelatinous transformation of the bone marrow	3220
Gene mutation	3221
Gene mutation identification test positive	3222
General anaesthesia	3223
General physical condition abnormal	3224
General physical health deterioration	3225
General symptom	3226
Generalised anxiety disorder	3227
Generalised oedema	3228
Generalised onset non-motor seizure	3229
Generalised resistance to thyroid hormone	3230
Generalised tonic-clonic seizure	3231
Genital abscess	3232
Genital blister	3233
Genital erosion	3234
Genital erythema	3235
Genital haemorrhage	3236
Genital herpes	3237
Genital herpes zoster	3238
Genital infection female	3239
Genital labial adhesions	3240
Genital lesion	3241
Genital neoplasm malignant female	3242
Genital pain	3243
Genital paraesthesia	3244
Genital rash	3245
Genital ulceration	3246
Genitourinary symptom	3247
Genitourinary tract gonococcal infection	3248
Genitourinary tract neoplasm	3249
Genotoxicity	3250
Genotype drug resistance test	3251
Genotype drug resistance test positive	3252
Geotrichum infection	3253
Germ cell cancer	3254
Gestational diabetes	3255
Gestational hypertension	3256
Giant cell arteritis	3257
Giant cell tumour of tendon sheath	3258
Giardiasis	3259
Gilbert's syndrome	3260
Gingival abscess	3261
Gingival bleeding	3262
Gingival cancer	3263
Gingival disorder	3264
Gingival erosion	3265
Gingival erythema	3266
Gingival hypertrophy	3267
Gingival injury	3268
Gingival oedema	3269
Gingival pain	3270
Gingival recession	3271
Gingival swelling	3272
Gingival ulceration	3273
Gingivitis	3274
Gingivitis ulcerative	3275
Gitelman's syndrome	3276
Glare	3277
Glassy eyes	3278
Glaucoma	3279
Glaucoma surgery	3280
Glaucomatocyclitic crises	3281
Glaucomatous optic disc atrophy	3282
Glioblastoma	3283
Glioblastoma multiforme	3284
Glioma	3285
Globulins decreased	3286
Globulins increased	3287
Glomerular filtration rate abnormal	3288
Glomerular filtration rate decreased	3289
Glomerular vascular disorder	3290
Glomerulonephritis	3291
Glomerulonephritis acute	3292
Glomerulonephritis chronic	3293
Glomerulonephritis membranoproliferative	3294
Glomerulonephritis membranous	3295
Glomerulonephritis minimal lesion	3296
Glomerulonephritis proliferative	3297
Glomerulonephritis rapidly progressive	3298
Glomerulonephropathy	3299
Glomerulosclerosis	3300
Glossitis	3301
Glossodynia	3302
Glossopharyngeal nerve paralysis	3303
Glossoptosis	3304
Glottis carcinoma	3305
Glucagonoma	3306
Glucocorticoid deficiency	3307
Glucose tolerance decreased	3308
Glucose tolerance impaired	3309
Glucose tolerance increased	3310
Glucose urine	3311
Glucose urine present	3312
Glucose-6-phosphate dehydrogenase deficiency	3313
Glycated albumin increased	3314
Glycogen storage disease type II	3315
Glycogen storage disorder	3316
Glycosuria	3317
Glycosylated haemoglobin decreased	3318
Glycosylated haemoglobin increased	3319
Gnathoschisis	3320
Goitre	3321
Goitre congenital	3322
Gonadal dysgenesis	3323
Gonococcal infection	3324
Good syndrome	3325
Goodpasture's syndrome	3326
Gout	3327
Gouty arthritis	3328
Gouty tophus	3329
Graft complication	3330
Graft haemorrhage	3331
Graft infection	3332
Graft ischaemia	3333
Graft thrombosis	3334
Graft versus host disease	3335
Graft versus host disease in eye	3336
Graft versus host disease in gastrointestinal tract	3337
Graft versus host disease in liver	3338
Graft versus host disease in lung	3339
Graft versus host disease in skin	3340
Gram stain positive	3341
Granulicatella infection	3342
Granulocyte count decreased	3343
Granulocyte-colony stimulating factor level increased	3344
Granulocytes maturation arrest	3345
Granulocytopenia	3346
Granuloma	3347
Granuloma annulare	3348
Granuloma skin	3349
Granulomatosis with polyangiitis	3350
Granulomatous dermatitis	3351
Granulomatous liver disease	3352
Granulomatous lymphadenitis	3353
Granulomatous pneumonitis	3354
Grimacing	3355
Grip strength decreased	3356
Groin abscess	3357
Groin pain	3358
Gross motor delay	3359
Growth disorder	3360
Growth failure	3361
Growth hormone deficiency	3362
Growth of eyelashes	3363
Growth retardation	3364
Grunting	3365
Guillain-Barre syndrome	3366
Guttate psoriasis	3367
Gynaecological examination abnormal	3368
Gynaecomastia	3369
H1N1 influenza	3370
HELLP syndrome	3371
HER2 positive breast cancer	3372
HER2 protein overexpression	3373
HIV antibody positive	3374
HIV infection	3375
HIV-associated neurocognitive disorder	3376
HLA marker study positive	3377
Habitual abortion	3378
Haemangioblastoma	3379
Haemangioma	3380
Haemangioma congenital	3381
Haemangioma of liver	3382
Haemangioma of skin	3383
Haemangiopericytoma	3384
Haemarthrosis	3385
Haematemesis	3386
Haematochezia	3387
Haematocoele	3388
Haematocolpos	3389
Haematocrit abnormal	3390
Haematocrit decreased	3391
Haematocrit increased	3392
Haematological malignancy	3393
Haematoma	3394
Haematoma infection	3395
Haematoma muscle	3396
Haematopoietic neoplasm	3397
Haematosalpinx	3398
Haematospermia	3399
Haematotoxicity	3400
Haematuria	3401
Haemobilia	3402
Haemochromatosis	3403
Haemoconcentration	3404
Haemodialysis	3405
Haemodialysis complication	3406
Haemodynamic instability	3407
Haemoglobin	3408
Haemoglobin abnormal	3409
Haemoglobin decreased	3410
Haemoglobin increased	3411
Haemoglobinuria	3412
Haemolysis	3413
Haemolytic anaemia	3414
Haemolytic uraemic syndrome	3415
Haemoperitoneum	3416
Haemophagocytic lymphohistiocytosis	3417
Haemophilia	3418
Haemophilic arthropathy	3419
Haemophilic pseudotumour	3420
Haemophilus bacteraemia	3421
Haemophilus infection	3422
Haemophilus sepsis	3423
Haemoptysis	3424
Haemorrhage	3425
Haemorrhage coronary artery	3426
Haemorrhage in pregnancy	3427
Haemorrhage intracranial	3428
Haemorrhage subcutaneous	3429
Haemorrhage urinary tract	3430
Haemorrhagic ascites	3431
Haemorrhagic cerebral infarction	3432
Haemorrhagic cholecystitis	3433
Haemorrhagic cyst	3434
Haemorrhagic diathesis	3435
Haemorrhagic disorder	3436
Haemorrhagic erosive gastritis	3437
Haemorrhagic hepatic cyst	3438
Haemorrhagic infarction	3439
Haemorrhagic ovarian cyst	3440
Haemorrhagic pneumonia	3441
Haemorrhagic stroke	3442
Haemorrhagic transformation stroke	3443
Haemorrhagic tumour necrosis	3444
Haemorrhagic vasculitis	3445
Haemorrhoid infection	3446
Haemorrhoid operation	3447
Haemorrhoidal haemorrhage	3448
Haemorrhoids	3449
Haemorrhoids thrombosed	3450
Haemosiderosis	3451
Haemothorax	3452
Hair colour changes	3453
Hair follicle tumour benign	3454
Hair growth abnormal	3455
Hair texture abnormal	3456
Hallucination	3457
Hallucinations	3458
Hamartoma	3459
Hand deformity	3460
Hand dermatitis	3461
Hand fracture	3462
Hand-foot-and-mouth disease	3463
Hanging	3464
Hangover	3465
Haptoglobin decreased	3466
Hashimoto's encephalopathy	3467
Hashitoxicosis	3468
Head and neck cancer	3469
Head banging	3470
Head circumference abnormal	3471
Head discomfort	3472
Head injury	3473
Head titubation	3474
Headache	3475
Heart disease congenital	3476
Heart injury	3477
Heart rate abnormal	3478
Heart rate decreased	3479
Heart rate increased	3480
Heart rate irregular	3481
Heart sounds abnormal	3482
Heart transplant	3483
Heart valve calcification	3484
Heart valve explantation	3485
Heart valve incompetence	3486
Heart valve operation	3487
Heart valve replacement	3488
Heart valve stenosis	3489
Heat cramps	3490
Heat exhaustion	3491
Heat illness	3492
Heat stroke	3493
Heavy chain disease	3494
Heavy menstrual bleeding	3495
Helicobacter gastritis	3496
Helicobacter infection	3497
Helicobacter sepsis	3498
Helicobacter test positive	3499
Heliotrope rash	3500
Hemianaesthesia	3501
Hemianopia	3502
Hemianopia homonymous	3503
Hemiparesis	3504
Hemiplegia	3505
Hemivertebra	3506
Henoch-Schonlein purpura	3507
Henoch-Schonlein purpura nephritis	3508
Hepaplastin decreased	3509
Heparin-induced thrombocytopenia	3510
Heparin-induced thrombocytopenia test positive	3511
Hepatectomy	3512
Hepatic adenoma	3513
Hepatic amoebiasis	3514
Hepatic angiosarcoma	3515
Hepatic artery aneurysm	3516
Hepatic artery embolism	3517
Hepatic artery occlusion	3518
Hepatic artery stenosis	3519
Hepatic artery thrombosis	3520
Hepatic atrophy	3521
Hepatic calcification	3522
Hepatic cancer	3523
Hepatic cancer metastatic	3524
Hepatic cancer recurrent	3525
Hepatic cancer stage I	3526
Hepatic cancer stage III	3527
Hepatic cancer stage IV	3528
Hepatic candidiasis	3529
Hepatic cirrhosis	3530
Hepatic cyst	3531
Hepatic cyst infection	3532
Hepatic cyst ruptured	3533
Hepatic cytolysis	3534
Hepatic encephalopathy	3535
Hepatic enzyme abnormal	3536
Hepatic enzyme decreased	3537
Hepatic enzyme increased	3538
Hepatic failure	3539
Hepatic fibrosis	3540
Hepatic fibrosis marker increased	3541
Hepatic function abnormal	3542
Hepatic haematoma	3543
Hepatic haemorrhage	3544
Hepatic hydrothorax	3545
Hepatic hypertrophy	3546
Hepatic infarction	3547
Hepatic infection	3548
Hepatic infection fungal	3549
Hepatic lesion	3550
Hepatic mass	3551
Hepatic necrosis	3552
Hepatic neoplasm	3553
Hepatic rupture	3554
Hepatic steatosis	3555
Hepatic vein embolism	3556
Hepatic vein occlusion	3557
Hepatic vein stenosis	3558
Hepatic vein thrombosis	3559
Hepatitis	3560
Hepatitis A	3561
Hepatitis A virus test positive	3562
Hepatitis B	3563
Hepatitis B DNA assay positive	3564
Hepatitis B DNA increased	3565
Hepatitis B antibody	3566
Hepatitis B antibody abnormal	3567
Hepatitis B antibody positive	3568
Hepatitis B antigen positive	3569
Hepatitis B reactivation	3570
Hepatitis B surface antibody positive	3571
Hepatitis B surface antigen positive	3572
Hepatitis B virus test	3573
Hepatitis B virus test positive	3574
Hepatitis C	3575
Hepatitis C RNA	3576
Hepatitis C RNA increased	3577
Hepatitis C RNA positive	3578
Hepatitis C antibody positive	3579
Hepatitis C virus test	3580
Hepatitis C virus test positive	3581
Hepatitis E	3582
Hepatitis E virus test positive	3583
Hepatitis acute	3584
Hepatitis alcoholic	3585
Hepatitis cholestatic	3586
Hepatitis chronic active	3587
Hepatitis fulminant	3588
Hepatitis infectious mononucleosis	3589
Hepatitis neonatal	3590
Hepatitis toxic	3591
Hepatitis viral	3592
Hepatitis virus-associated nephropathy	3593
Hepato-lenticular degeneration	3594
Hepatobiliary cancer	3595
Hepatobiliary disease	3596
Hepatobiliary infection	3597
Hepatobiliary scan abnormal	3598
Hepatoblastoma	3599
Hepatoblastoma recurrent	3600
Hepatocellular carcinoma	3601
Hepatocellular injury	3602
Hepatomegaly	3603
Hepatopulmonary syndrome	3604
Hepatorenal failure	3605
Hepatorenal syndrome	3606
Hepatosplenic T-cell lymphoma	3607
Hepatosplenic candidiasis	3608
Hepatosplenomegaly	3609
Hepatosplenomegaly neonatal	3610
Hepatotoxicity	3611
Hereditary angioedema	3612
Hereditary ataxia	3613
Hereditary hypophosphataemic rickets	3614
Hereditary motor and sensory neuropathy	3615
Hereditary neuropathic amyloidosis	3616
Hereditary optic atrophy	3617
Hereditary sideroblastic anaemia	3618
Heritable pulmonary arterial hypertension	3619
Hernia	3620
Hernia congenital	3621
Hernia repair	3622
Herpangina	3623
Herpes dermatitis	3624
Herpes oesophagitis	3625
Herpes ophthalmic	3626
Herpes pharyngitis	3627
Herpes simplex	3628
Herpes simplex encephalitis	3629
Herpes simplex hepatitis	3630
Herpes simplex meningoencephalitis	3631
Herpes simplex oesophagitis	3632
Herpes simplex pneumonia	3633
Herpes simplex reactivation	3634
Herpes simplex test positive	3635
Herpes simplex viraemia	3636
Herpes virus infection	3637
Herpes zoster	3638
Herpes zoster cutaneous disseminated	3639
Herpes zoster infection neurological	3640
Herpes zoster meningitis	3641
Herpes zoster meningoencephalitis	3642
Herpes zoster meningomyelitis	3643
Herpes zoster oticus	3644
Herpes zoster pharyngitis	3645
Herpetic radiculopathy	3646
Heterophoria	3647
Heterotaxia	3648
Heterotopic pregnancy	3649
Hiatus hernia	3650
Hiccups	3651
Hidradenitis	3652
High arched palate	3653
High density lipoprotein decreased	3654
High density lipoprotein increased	3655
High risk pregnancy	3656
High turnover osteopathy	3657
High-grade B-cell lymphoma	3658
Hilar lymphadenopathy	3659
Hip arthroplasty	3660
Hip deformity	3661
Hip fracture	3662
Hip surgery	3663
Hippocampal atrophy	3664
Hippocampal sclerosis	3665
Histamine level increased	3666
Histiocytic necrotising lymphadenitis	3667
Histiocytosis	3668
Histology abnormal	3669
Histoplasmosis	3670
Histoplasmosis disseminated	3671
Hodgkin's disease	3672
Hodgkin's disease mixed cellularity stage III	3673
Hodgkin's disease mixed cellularity stage IV	3674
Hodgkin's disease mixed cellularity stage unspecified	3675
Hodgkin's disease nodular sclerosis	3676
Hodgkin's disease nodular sclerosis stage III	3677
Hodgkin's disease nodular sclerosis stage IV	3678
Hodgkin's disease recurrent	3679
Hodgkin's disease refractory	3680
Hodgkin's disease stage I	3681
Hodgkin's disease stage III	3682
Hollow visceral myopathy	3683
Holmes tremor	3684
Holmes-Adie pupil	3685
Homicidal ideation	3686
Homicide	3687
Hordeolum	3688
Hormone level abnormal	3689
Hormone receptor positive breast cancer	3690
Hormone refractory breast cancer	3691
